Year,State,Exit Code,Reporting Period,Ages Birth through 2,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or More Races,R/E Total,Male,Female,Gender Total,filename
2019-2020,Indiana,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,556,75,0,12,125,2,284,58,556,354,202,556,data\data_file_10.csv.csv
2019-2020,Indiana,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,2432,170,0,51,129,3,1905,174,2432,1342,1090,2432,data\data_file_10.csv.csv
2019-2020,Indiana,Deceased,07/01/2019 - 06/30/2020,30,3,0,0,7,0,18,2,30,16,14,30,data\data_file_10.csv.csv
2019-2020,Indiana,Moved out of state,07/01/2019 - 06/30/2020,280,35,0,20,40,0,165,20,280,177,103,280,data\data_file_10.csv.csv
2019-2020,Indiana,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,302,20,0,3,32,0,223,24,302,177,125,302,data\data_file_10.csv.csv
2019-2020,Indiana,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,678,53,1,14,66,0,495,49,678,479,199,678,data\data_file_10.csv.csv
2019-2020,Indiana,Part B eligibility not determined,07/01/2019 - 06/30/2020,2171,255,3,69,263,0,1414,167,2171,1490,681,2171,data\data_file_10.csv.csv
2019-2020,Indiana,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Indiana,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,3247,361,3,61,324,0,2262,236,3247,2290,957,3247,data\data_file_10.csv.csv
2019-2020,Indiana,Total number exiting,07/01/2019 - 06/30/2020,11328,1130,9,280,1137,5,7899,868,11328,7337,3991,11328,data\data_file_10.csv.csv
2019-2020,Indiana,Withdrawal by parent,07/01/2019 - 06/30/2020,1632,158,2,50,151,0,1133,138,1632,1012,620,1632,data\data_file_10.csv.csv
2019-2020,Iowa,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,181,32,2,2,25,0,104,16,181,105,76,181,data\data_file_10.csv.csv
2019-2020,Iowa,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,320,35,2,8,11,0,245,19,320,189,131,320,data\data_file_10.csv.csv
2019-2020,Iowa,Deceased,07/01/2019 - 06/30/2020,10,2,0,0,1,1,6,0,10,6,4,10,data\data_file_10.csv.csv
2019-2020,Iowa,Moved out of state,07/01/2019 - 06/30/2020,119,16,2,10,14,0,68,9,119,70,49,119,data\data_file_10.csv.csv
2019-2020,Iowa,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,440,62,3,22,31,0,304,18,440,281,159,440,data\data_file_10.csv.csv
2019-2020,Iowa,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,55,4,0,2,1,0,41,7,55,29,26,55,data\data_file_10.csv.csv
2019-2020,Iowa,Part B eligibility not determined,07/01/2019 - 06/30/2020,206,24,0,6,21,0,137,18,206,141,65,206,data\data_file_10.csv.csv
2019-2020,Iowa,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Iowa,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,1336,15,15,31,107,4,1064,100,1336,968,368,1336,data\data_file_10.csv.csv
2019-2020,Iowa,Total number exiting,07/01/2019 - 06/30/2020,3410,313,27,101,253,8,2474,234,3410,2225,1185,3410,data\data_file_10.csv.csv
2019-2020,Iowa,Withdrawal by parent,07/01/2019 - 06/30/2020,743,123,3,20,42,3,505,47,743,436,307,743,data\data_file_10.csv.csv
2019-2020,Kansas,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,212,60,1,2,26,0,113,10,212,121,91,212,data\data_file_10.csv.csv
2019-2020,Kansas,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,548,71,2,13,18,0,420,24,548,319,229,548,data\data_file_10.csv.csv
2019-2020,Kansas,Deceased,07/01/2019 - 06/30/2020,7,3,0,0,0,0,4,0,7,4,3,7,data\data_file_10.csv.csv
2019-2020,Kansas,Moved out of state,07/01/2019 - 06/30/2020,192,36,2,14,16,0,110,14,192,117,75,192,data\data_file_10.csv.csv
2019-2020,Kansas,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,169,44,1,2,8,1,106,7,169,100,69,169,data\data_file_10.csv.csv
2019-2020,Kansas,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,281,62,3,6,17,1,179,13,281,167,114,281,data\data_file_10.csv.csv
2019-2020,Kansas,Part B eligibility not determined,07/01/2019 - 06/30/2020,986,213,4,27,60,1,627,54,986,677,309,986,data\data_file_10.csv.csv
2019-2020,Kansas,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Kansas,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,2450,516,4,63,124,4,1592,147,2450,1731,719,2450,data\data_file_10.csv.csv
2019-2020,Kansas,Total number exiting,07/01/2019 - 06/30/2020,5317,1108,17,137,288,7,3476,284,5317,3499,1818,5317,data\data_file_10.csv.csv
2019-2020,Kansas,Withdrawal by parent,07/01/2019 - 06/30/2020,472,103,0,10,19,0,325,15,472,263,209,472,data\data_file_10.csv.csv
2019-2020,Kentucky,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,384,37,1,5,41,0,275,25,384,241,143,384,data\data_file_10.csv.csv
2019-2020,Kentucky,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,654,44,1,7,31,0,539,32,654,370,284,654,data\data_file_10.csv.csv
2019-2020,Kentucky,Deceased,07/01/2019 - 06/30/2020,9,0,0,0,1,0,8,0,9,6,3,9,data\data_file_10.csv.csv
2019-2020,Kentucky,Moved out of state,07/01/2019 - 06/30/2020,218,29,0,11,18,0,152,8,218,135,83,218,data\data_file_10.csv.csv
2019-2020,Kentucky,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,413,25,1,9,33,0,324,21,413,256,157,413,data\data_file_10.csv.csv
2019-2020,Kentucky,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,311,24,1,6,39,0,227,14,311,209,102,311,data\data_file_10.csv.csv
2019-2020,Kentucky,Part B eligibility not determined,07/01/2019 - 06/30/2020,263,19,0,5,24,0,207,8,263,177,86,263,data\data_file_10.csv.csv
2019-2020,Kentucky,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_10.csv.csv
2019-2020,Kentucky,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,2323,168,1,35,182,7,1788,142,2323,1580,743,2323,data\data_file_10.csv.csv
2019-2020,Kentucky,Total number exiting,07/01/2019 - 06/30/2020,4790,370,5,81,383,8,3681,262,4790,3114,1676,4790,data\data_file_10.csv.csv
2019-2020,Kentucky,Withdrawal by parent,07/01/2019 - 06/30/2020,215,24,0,3,14,1,161,12,215,140,75,215,data\data_file_10.csv.csv
2019-2020,Louisiana,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,579,28,3,4,361,2,155,26,579,333,246,579,data\data_file_10.csv.csv
2019-2020,Louisiana,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,804,49,0,15,276,0,419,45,804,456,348,804,data\data_file_10.csv.csv
2019-2020,Louisiana,Deceased,07/01/2019 - 06/30/2020,28,0,0,0,12,0,13,3,28,18,10,28,data\data_file_10.csv.csv
2019-2020,Louisiana,Moved out of state,07/01/2019 - 06/30/2020,10,0,0,0,4,0,4,2,10,4,6,10,data\data_file_10.csv.csv
2019-2020,Louisiana,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,326,13,0,1,147,3,158,4,326,209,117,326,data\data_file_10.csv.csv
2019-2020,Louisiana,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,167,13,0,0,37,0,104,13,167,113,54,167,data\data_file_10.csv.csv
2019-2020,Louisiana,Part B eligibility not determined,07/01/2019 - 06/30/2020,1210,78,1,23,544,0,498,66,1210,789,421,1210,data\data_file_10.csv.csv
2019-2020,Louisiana,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Louisiana,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,3567,214,13,46,1530,13,1579,172,3567,2315,1252,3567,data\data_file_10.csv.csv
2019-2020,Louisiana,Total number exiting,07/01/2019 - 06/30/2020,7394,453,18,99,3146,18,3289,371,7394,4619,2775,7394,data\data_file_10.csv.csv
2019-2020,Louisiana,Withdrawal by parent,07/01/2019 - 06/30/2020,703,58,1,10,235,0,359,40,703,382,321,703,data\data_file_10.csv.csv
2019-2020,Maine,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,89,5,1,1,3,0,73,6,89,62,27,89,data\data_file_10.csv.csv
2019-2020,Maine,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,26,1,0,1,1,0,21,2,26,19,7,26,data\data_file_10.csv.csv
2019-2020,Maine,Deceased,07/01/2019 - 06/30/2020,2,0,0,0,0,0,2,0,2,2,0,2,data\data_file_10.csv.csv
2019-2020,Maine,Moved out of state,07/01/2019 - 06/30/2020,22,1,0,0,5,0,15,1,22,14,8,22,data\data_file_10.csv.csv
2019-2020,Maine,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,8,0,0,0,1,0,6,1,8,6,2,8,data\data_file_10.csv.csv
2019-2020,Maine,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,30,1,1,0,0,0,28,0,30,17,13,30,data\data_file_10.csv.csv
2019-2020,Maine,Part B eligibility not determined,07/01/2019 - 06/30/2020,192,3,1,6,9,0,165,8,192,126,66,192,data\data_file_10.csv.csv
2019-2020,Maine,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,9,0,0,2,0,0,6,1,9,6,3,9,data\data_file_10.csv.csv
2019-2020,Maine,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,421,14,4,6,19,0,360,18,421,299,122,421,data\data_file_10.csv.csv
2019-2020,Maine,Total number exiting,07/01/2019 - 06/30/2020,1050,34,8,20,48,0,892,48,1050,712,338,1050,data\data_file_10.csv.csv
2019-2020,Maine,Withdrawal by parent,07/01/2019 - 06/30/2020,251,9,1,4,10,0,216,11,251,161,90,251,data\data_file_10.csv.csv
2019-2020,Maryland,Attempts to contact unsuccessful,10/02/2018 - 10/01/2019,744,155,0,23,329,2,189,46,744,463,281,744,data\data_file_10.csv.csv
2019-2020,Maryland,Completion of IFSP prior to max age,10/02/2018 - 10/01/2019,2289,343,1,134,399,2,1277,133,2289,1329,960,2289,data\data_file_10.csv.csv
2019-2020,Maryland,Deceased,10/02/2018 - 10/01/2019,31,5,0,2,7,0,14,3,31,15,16,31,data\data_file_10.csv.csv
2019-2020,Maryland,Moved out of state,10/02/2018 - 10/01/2019,353,56,2,29,105,1,136,24,353,236,117,353,data\data_file_10.csv.csv
2019-2020,Maryland,Not eligible Part B - exit to other program,10/02/2018 - 10/01/2019,109,38,0,4,34,0,30,3,109,66,43,109,data\data_file_10.csv.csv
2019-2020,Maryland,Not eligible Part B - exit with no referrals,10/02/2018 - 10/01/2019,52,10,0,2,9,0,26,5,52,36,16,52,data\data_file_10.csv.csv
2019-2020,Maryland,Part B eligibility not determined,10/02/2018 - 10/01/2019,476,106,1,33,160,0,152,24,476,310,166,476,data\data_file_10.csv.csv
2019-2020,Maryland,"Part B eligible, Continuing in Part C",10/02/2018 - 10/01/2019,3297,512,3,125,1056,3,1425,173,3297,2311,986,3297,data\data_file_10.csv.csv
2019-2020,Maryland,"Part B eligible, exiting Part C",10/02/2018 - 10/01/2019,1644,395,1,110,512,0,521,105,1644,1170,474,1644,data\data_file_10.csv.csv
2019-2020,Maryland,Total number exiting,10/02/2018 - 10/01/2019,10486,1931,9,556,3002,9,4356,623,10486,6862,3624,10486,data\data_file_10.csv.csv
2019-2020,Maryland,Withdrawal by parent,10/02/2018 - 10/01/2019,1491,311,1,94,391,1,586,107,1491,926,565,1491,data\data_file_10.csv.csv
2019-2020,Massachusetts,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,1249,536,3,56,120,0,480,54,1249,726,523,1249,data\data_file_10.csv.csv
2019-2020,Massachusetts,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,1925,277,5,110,111,3,1344,75,1925,1067,858,1925,data\data_file_10.csv.csv
2019-2020,Massachusetts,Deceased,07/01/2019 - 06/30/2020,7,2,0,1,2,0,2,0,7,2,5,7,data\data_file_10.csv.csv
2019-2020,Massachusetts,Moved out of state,07/01/2019 - 06/30/2020,713,164,4,89,59,1,366,30,713,426,287,713,data\data_file_10.csv.csv
2019-2020,Massachusetts,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,625,187,1,46,65,0,292,34,625,402,223,625,data\data_file_10.csv.csv
2019-2020,Massachusetts,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,2113,665,3,121,226,3,975,120,2113,1310,803,2113,data\data_file_10.csv.csv
2019-2020,Massachusetts,Part B eligibility not determined,07/01/2019 - 06/30/2020,208,65,2,9,26,1,93,12,208,146,62,208,data\data_file_10.csv.csv
2019-2020,Massachusetts,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Massachusetts,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,8018,2100,10,600,785,5,4115,403,8018,5407,2611,8018,data\data_file_10.csv.csv
2019-2020,Massachusetts,Total number exiting,07/01/2019 - 06/30/2020,18343,4752,36,1267,1655,18,9743,872,18343,11454,6889,18343,data\data_file_10.csv.csv
2019-2020,Massachusetts,Withdrawal by parent,07/01/2019 - 06/30/2020,3485,756,8,235,261,5,2076,144,3485,1968,1517,3485,data\data_file_10.csv.csv
2019-2020,Michigan,Attempts to contact unsuccessful,10/03/2018 - 10/02/2019,1459,128,9,20,469,1,778,54,1459,853,606,1459,data\data_file_10.csv.csv
2019-2020,Michigan,Completion of IFSP prior to max age,10/03/2018 - 10/02/2019,1845,103,4,44,241,2,1419,32,1845,1144,701,1845,data\data_file_10.csv.csv
2019-2020,Michigan,Deceased,10/03/2018 - 10/02/2019,31,0,0,0,10,0,21,0,31,15,16,31,data\data_file_10.csv.csv
2019-2020,Michigan,Moved out of state,10/03/2018 - 10/02/2019,671,62,8,21,103,0,454,23,671,407,264,671,data\data_file_10.csv.csv
2019-2020,Michigan,Not eligible Part B - exit to other program,10/03/2018 - 10/02/2019,271,12,1,4,26,1,221,6,271,178,93,271,data\data_file_10.csv.csv
2019-2020,Michigan,Not eligible Part B - exit with no referrals,10/03/2018 - 10/02/2019,735,35,8,7,118,0,546,21,735,459,276,735,data\data_file_10.csv.csv
2019-2020,Michigan,Part B eligibility not determined,10/03/2018 - 10/02/2019,622,38,0,22,172,0,376,14,622,420,202,622,data\data_file_10.csv.csv
2019-2020,Michigan,"Part B eligible, Continuing in Part C",10/03/2018 - 10/02/2019,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Michigan,"Part B eligible, exiting Part C",10/03/2018 - 10/02/2019,4200,344,23,111,416,2,3148,156,4200,2969,1231,4200,data\data_file_10.csv.csv
2019-2020,Michigan,Total number exiting,10/03/2018 - 10/02/2019,11663,849,71,266,1901,9,8220,347,11663,7504,4159,11663,data\data_file_10.csv.csv
2019-2020,Michigan,Withdrawal by parent,10/03/2018 - 10/02/2019,1829,127,18,37,346,3,1257,41,1829,1059,770,1829,data\data_file_10.csv.csv
2019-2020,Minnesota,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,475,59,29,34,71,0,251,31,475,182,293,475,data\data_file_10.csv.csv
2019-2020,Minnesota,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,436,39,9,21,22,1,321,23,436,181,255,436,data\data_file_10.csv.csv
2019-2020,Minnesota,Deceased,07/01/2019 - 06/30/2020,13,1,1,0,3,0,7,1,13,5,8,13,data\data_file_10.csv.csv
2019-2020,Minnesota,Moved out of state,07/01/2019 - 06/30/2020,153,17,4,8,17,0,100,7,153,52,101,153,data\data_file_10.csv.csv
2019-2020,Minnesota,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,281,28,1,8,19,0,209,16,281,122,159,281,data\data_file_10.csv.csv
2019-2020,Minnesota,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,488,48,14,27,29,0,340,30,488,201,287,488,data\data_file_10.csv.csv
2019-2020,Minnesota,Part B eligibility not determined,07/01/2019 - 06/30/2020,143,20,7,4,12,0,96,4,143,43,100,143,data\data_file_10.csv.csv
2019-2020,Minnesota,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Minnesota,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,4414,502,99,276,530,2,2749,256,4414,1425,2989,4414,data\data_file_10.csv.csv
2019-2020,Minnesota,Total number exiting,07/01/2019 - 06/30/2020,7304,803,171,444,826,3,4633,424,7304,2532,4772,7304,data\data_file_10.csv.csv
2019-2020,Minnesota,Withdrawal by parent,07/01/2019 - 06/30/2020,901,89,7,66,123,0,560,56,901,321,580,901,data\data_file_10.csv.csv
2019-2020,Mississippi,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,308,4,x,2,156,x,132,13,308,189,119,308,data\data_file_10.csv.csv
2019-2020,Mississippi,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,100,1,x,0,33,x,61,5,100,62,38,100,data\data_file_10.csv.csv
2019-2020,Mississippi,Deceased,07/01/2019 - 06/30/2020,8,0,x,0,4,x,4,0,8,5,3,8,data\data_file_10.csv.csv
2019-2020,Mississippi,Moved out of state,07/01/2019 - 06/30/2020,60,2,x,2,15,x,39,2,60,32,28,60,data\data_file_10.csv.csv
2019-2020,Mississippi,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,24,1,x,0,12,x,10,1,24,17,7,24,data\data_file_10.csv.csv
2019-2020,Mississippi,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,46,0,x,0,18,x,1,27,46,31,15,46,data\data_file_10.csv.csv
2019-2020,Mississippi,Part B eligibility not determined,07/01/2019 - 06/30/2020,740,16,x,10,335,x,361,16,740,509,231,740,data\data_file_10.csv.csv
2019-2020,Mississippi,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Mississippi,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,369,12,x,6,144,x,195,10,369,246,123,369,data\data_file_10.csv.csv
2019-2020,Mississippi,Total number exiting,07/01/2019 - 06/30/2020,1902,40,x,22,822,x,933,80,1902,1236,666,1902,data\data_file_10.csv.csv
2019-2020,Mississippi,Withdrawal by parent,07/01/2019 - 06/30/2020,247,4,x,2,105,x,130,6,247,145,102,247,data\data_file_10.csv.csv
2019-2020,Missouri,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,251,16,0,3,78,0,136,18,251,149,102,251,data\data_file_10.csv.csv
2019-2020,Missouri,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,190,17,0,1,14,1,154,3,190,94,96,190,data\data_file_10.csv.csv
2019-2020,Missouri,Deceased,07/01/2019 - 06/30/2020,27,1,0,1,6,0,19,0,27,14,13,27,data\data_file_10.csv.csv
2019-2020,Missouri,Moved out of state,07/01/2019 - 06/30/2020,225,22,1,12,34,0,144,12,225,132,93,225,data\data_file_10.csv.csv
2019-2020,Missouri,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,370,25,0,10,48,1,262,24,370,236,134,370,data\data_file_10.csv.csv
2019-2020,Missouri,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,543,48,0,12,71,0,383,29,543,337,206,543,data\data_file_10.csv.csv
2019-2020,Missouri,Part B eligibility not determined,07/01/2019 - 06/30/2020,206,14,1,5,56,1,122,7,206,141,65,206,data\data_file_10.csv.csv
2019-2020,Missouri,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Missouri,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,2830,207,5,60,400,8,1995,155,2830,1959,871,2830,data\data_file_10.csv.csv
2019-2020,Missouri,Total number exiting,07/01/2019 - 06/30/2020,5337,402,8,123,818,14,3693,279,5337,3468,1869,5337,data\data_file_10.csv.csv
2019-2020,Missouri,Withdrawal by parent,07/01/2019 - 06/30/2020,695,52,1,19,111,3,478,31,695,406,289,695,data\data_file_10.csv.csv
2019-2020,Montana,Attempts to contact unsuccessful,07/01/2019 - 07/01/2020,38,0,10,1,0,0,26,1,38,23,15,38,data\data_file_10.csv.csv
2019-2020,Montana,Completion of IFSP prior to max age,07/01/2019 - 07/01/2020,136,3,19,0,0,0,108,6,136,69,67,136,data\data_file_10.csv.csv
2019-2020,Montana,Deceased,07/01/2019 - 07/01/2020,5,1,0,0,0,0,3,1,5,5,0,5,data\data_file_10.csv.csv
2019-2020,Montana,Moved out of state,07/01/2019 - 07/01/2020,48,4,7,0,0,0,37,0,48,32,16,48,data\data_file_10.csv.csv
2019-2020,Montana,Not eligible Part B - exit to other program,07/01/2019 - 07/01/2020,25,0,2,0,0,0,20,3,25,15,10,25,data\data_file_10.csv.csv
2019-2020,Montana,Not eligible Part B - exit with no referrals,07/01/2019 - 07/01/2020,26,3,1,1,0,0,21,0,26,18,8,26,data\data_file_10.csv.csv
2019-2020,Montana,Part B eligibility not determined,07/01/2019 - 07/01/2020,171,6,25,0,1,0,134,5,171,109,62,171,data\data_file_10.csv.csv
2019-2020,Montana,"Part B eligible, Continuing in Part C",07/01/2019 - 07/01/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Montana,"Part B eligible, exiting Part C",07/01/2019 - 07/01/2020,202,8,29,2,2,3,148,10,202,133,69,202,data\data_file_10.csv.csv
2019-2020,Montana,Total number exiting,07/01/2019 - 07/01/2020,752,29,104,5,4,3,576,31,752,465,287,752,data\data_file_10.csv.csv
2019-2020,Montana,Withdrawal by parent,07/01/2019 - 07/01/2020,101,4,11,1,1,0,79,5,101,61,40,101,data\data_file_10.csv.csv
2019-2020,Nebraska,Attempts to contact unsuccessful,07/01/2019 - 06/30/2020,104,24,x,7,13,x,55,5,104,64,40,104,data\data_file_10.csv.csv
2019-2020,Nebraska,Completion of IFSP prior to max age,07/01/2019 - 06/30/2020,267,33,x,11,12,x,199,10,267,150,117,267,data\data_file_10.csv.csv
2019-2020,Nebraska,Deceased,07/01/2019 - 06/30/2020,3,0,x,0,0,x,3,0,3,1,2,3,data\data_file_10.csv.csv
2019-2020,Nebraska,Moved out of state,07/01/2019 - 06/30/2020,66,10,x,1,4,x,48,2,66,39,27,66,data\data_file_10.csv.csv
2019-2020,Nebraska,Not eligible Part B - exit to other program,07/01/2019 - 06/30/2020,5,1,x,0,0,x,4,0,5,4,1,5,data\data_file_10.csv.csv
2019-2020,Nebraska,Not eligible Part B - exit with no referrals,07/01/2019 - 06/30/2020,12,3,x,0,0,x,9,0,12,6,6,12,data\data_file_10.csv.csv
2019-2020,Nebraska,Part B eligibility not determined,07/01/2019 - 06/30/2020,0,0,x,0,0,x,0,0,0,0,0,0,data\data_file_10.csv.csv
2019-2020,Nebraska,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,651,105,x,16,31,x,483,13,651,423,228,651,data\data_file_10.csv.csv
2019-2020,Nebraska,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,278,48,x,9,18,x,198,5,278,172,106,278,data\data_file_10.csv.csv
